Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2008,2008,hg/ha,200936,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2009,2009,hg/ha,177016,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2010,2010,hg/ha,189956,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2011,2011,hg/ha,207114,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2012,2012,hg/ha,195236,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2013,2013,hg/ha,227742,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2014,2014,hg/ha,214792,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2015,2015,hg/ha,213192,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2016,2016,hg/ha,199615,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1530,Sweet potatoes,2017,2017,hg/ha,218918,E,Estimated value
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2000,2000,tonnes,14500,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2001,2001,tonnes,14100,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2002,2002,tonnes,15617,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2003,2003,tonnes,20643,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2004,2004,tonnes,22498,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2005,2005,tonnes,20251,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2006,2006,tonnes,20469,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2007,2007,tonnes,7981,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2008,2008,tonnes,8158,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2009,2009,tonnes,7771,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2010,2010,tonnes,8681,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2011,2011,tonnes,10190,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2012,2012,tonnes,4959,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2013,2013,tonnes,6354,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2014,2014,tonnes,6723,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2015,2015,tonnes,7547,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2016,2016,tonnes,12456,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2017,2017,tonnes,8494,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2018,2018,tonnes,,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1530,Sweet potatoes,2019,2019,tonnes,,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2000,2000,Head,8414000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2001,2001,Head,8646000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2002,2002,Head,8766000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2003,2003,Head,9166000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2004,2004,Head,9156724,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2005,2005,Head,8971783,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2006,2006,Head,9200000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2007,2007,Head,9281000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2008,2008,Head,9273000,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2009,2009,Head,9252400,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2010,2010,Head,9157100,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2011,2011,Head,9321119,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2012,2012,Head,8661526,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2013,2013,Head,8561683,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2014,2014,Head,8676100,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2015,2015,Head,8674793,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2016,2016,Head,8477930,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2017,2017,Head,8570807,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2018,2018,Head,8492230,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2019,2019,Head,8510270,A,Official figure
QCL,Crops and livestock products,380,Italy,5111,Stocks,2140,Swine / pigs,2020,2020,Head,8543030,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2000,2000,tonnes,23998,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2001,2001,tonnes,23088,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2002,2002,tonnes,23027,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2003,2003,tonnes,22956,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2004,2004,tonnes,23102,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2005,2005,tonnes,23151,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2006,2006,tonnes,22212,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2007,2007,tonnes,22302,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2008,2008,tonnes,21726,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2009,2009,tonnes,21413,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2010,2010,tonnes,21306,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2011,2011,tonnes,20045,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2012,2012,tonnes,18562,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2013,2013,tonnes,13692,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2014,2014,tonnes,12843,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2015,2015,tonnes,15277,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2016,2016,tonnes,14386,I,Imputed value
QCL,Crops and livestock products,380,Italy,5510,Production,21523,Tallow,2017,2017,tonnes,16618,I,Imputed value
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2000,2000,ha,34704,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2001,2001,ha,35108,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2002,2002,ha,33752,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2003,2003,ha,31842,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2004,2004,ha,32414,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2005,2005,ha,32208,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2006,2006,ha,36000,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2007,2007,ha,36124,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2008,2008,ha,38000,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2009,2009,ha,38640,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2010,2010,ha,36363,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2011,2011,ha,37443,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2012,2012,ha,35515,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2013,2013,ha,35868,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2014,2014,ha,35514,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2015,2015,ha,35921,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2016,2016,ha,34149,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2017,2017,ha,34624,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2018,2018,ha,25840,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2019,2019,ha,33920,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2020,2020,ha,34240,A,Official figure
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2000,2000,hg/ha,170877,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2001,2001,hg/ha,168907,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2002,2002,hg/ha,162464,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2003,2003,hg/ha,156047,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2004,2004,hg/ha,188540,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2005,2005,hg/ha,191579,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2006,2006,hg/ha,191744,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2007,2007,hg/ha,217639,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2008,2008,hg/ha,201342,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2009,2009,hg/ha,213982,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2010,2010,hg/ha,223370,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2011,2011,hg/ha,230624,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2012,2012,hg/ha,213874,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2013,2013,hg/ha,179214,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2014,2014,hg/ha,173727,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2015,2015,hg/ha,228949,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2016,2016,hg/ha,204318,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2017,2017,hg/ha,215762,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2018,2018,hg/ha,175584,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2019,2019,hg/ha,225121,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1324,"Tangerines, mandarins, clementines",2020,2020,hg/ha,192839,E,Estimated value
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2000,2000,tonnes,593013,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2001,2001,tonnes,593000,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2002,2002,tonnes,548350,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2003,2003,tonnes,496884,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2004,2004,tonnes,611134,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2005,2005,tonnes,617037,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2006,2006,tonnes,690278,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2007,2007,tonnes,786200,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2008,2008,tonnes,765100,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2009,2009,tonnes,826825,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2010,2010,tonnes,812240,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2011,2011,tonnes,863524,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2012,2012,tonnes,759572,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2013,2013,tonnes,642803,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2014,2014,tonnes,616973,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2015,2015,tonnes,822409,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2016,2016,tonnes,697726,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2017,2017,tonnes,747056,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2018,2018,tonnes,453710,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2019,2019,tonnes,763610,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1324,"Tangerines, mandarins, clementines",2020,2020,tonnes,660280,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2000,2000,ha,137155,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2001,2001,ha,123537,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2002,2002,ha,122045,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2003,2003,ha,130507,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2004,2004,ha,144973,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2005,2005,ha,138759,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2006,2006,ha,122192,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2007,2007,ha,125299,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2008,2008,ha,115477,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2009,2009,ha,123624,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2010,2010,ha,118822,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2011,2011,ha,103858,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2012,2012,ha,98210,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2013,2013,ha,95191,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2014,2014,ha,103171,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2015,2015,ha,107187,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2016,2016,ha,103940,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2017,2017,ha,99750,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2018,2018,ha,97090,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2019,2019,ha,99020,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1234,Tomatoes,2020,2020,ha,99780,A,Official figure
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2000,2000,hg/ha,549604,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2001,2001,hg/ha,517083,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2002,2002,hg/ha,471141,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2003,2003,hg/ha,509667,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2004,2004,hg/ha,529966,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2005,2005,hg/ha,517949,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2006,2006,hg/ha,519772,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2007,2007,hg/ha,521166,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2008,2008,hg/ha,517585,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2009,2009,hg/ha,556377,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2010,2010,hg/ha,507044,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2011,2011,hg/ha,572918,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2012,2012,hg/ha,569423,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2013,2013,hg/ha,559008,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2014,2014,hg/ha,545138,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2015,2015,hg/ha,598044,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2016,2016,hg/ha,619355,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2017,2017,hg/ha,603095,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2018,2018,hg/ha,597188,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2019,2019,hg/ha,583479,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1234,Tomatoes,2020,2020,hg/ha,626169,E,Estimated value
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2000,2000,tonnes,7538100,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2001,2001,tonnes,6387889,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2002,2002,tonnes,5750041,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2003,2003,tonnes,6651505,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2004,2004,tonnes,7683071,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2005,2005,tonnes,7187014,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2006,2006,tonnes,6351202,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2007,2007,tonnes,6530162,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2008,2008,tonnes,5976912,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2009,2009,tonnes,6878161,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2010,2010,tonnes,6024800,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2011,2011,tonnes,5950215,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2012,2012,tonnes,5592302,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2013,2013,tonnes,5321249,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2014,2014,tonnes,5624245,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2015,2015,tonnes,6410249,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2016,2016,tonnes,6437572,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2017,2017,tonnes,6015868,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2018,2018,tonnes,5798100,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2019,2019,tonnes,5777610,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1234,Tomatoes,2020,2020,tonnes,6247910,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2000,2000,ha,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2001,2001,ha,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2002,2002,ha,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2003,2003,ha,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2004,2004,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2005,2005,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2006,2006,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2007,2007,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2008,2008,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2009,2009,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2010,2010,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2011,2011,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2012,2012,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2013,2013,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2014,2014,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2015,2015,ha,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2016,2016,ha,16541,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2017,2017,ha,17449,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2018,2018,ha,15150,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2019,2019,ha,14180,A,Official figure
QCL,Crops and livestock products,380,Italy,5312,Area harvested,1191,Triticale,2020,2020,ha,13040,A,Official figure
QCL,Crops and livestock products,380,Italy,5419,Yield,1191,Triticale,2016,2016,hg/ha,52287,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1191,Triticale,2017,2017,hg/ha,44503,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1191,Triticale,2018,2018,hg/ha,40766,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1191,Triticale,2019,2019,hg/ha,43089,E,Estimated value
QCL,Crops and livestock products,380,Italy,5419,Yield,1191,Triticale,2020,2020,hg/ha,46327,E,Estimated value
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2000,2000,tonnes,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2001,2001,tonnes,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2002,2002,tonnes,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2003,2003,tonnes,0,A,Official figure
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2004,2004,tonnes,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2005,2005,tonnes,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2006,2006,tonnes,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2007,2007,tonnes,,M,"Missing value (data cannot exist, not applicable)"
QCL,Crops and livestock products,380,Italy,5510,Production,1191,Triticale,2008,2008,tonnes,,M,"Missing value (data cannot exist, not applicable)"
